"","site_ID","growing_year","window","nobsv","extend_days","alpha","beta","C0","Hs","k2","TS","ERref","lnRatio"
"23125","DE-RuC",2016,"174_190",109,6,0.14211583925,-0.00152096654515,1.244124752,8.62291,NA,16.6903799019608,6.09715843196998,-0.0755824965260517
"24117","DE-RuC",2017,"174_190",102,9,0.10435370115,-0.0017453944469485,2.742542232,8.62291,NA,17.6256433823529,6.42946669000196,-0.0225137344398146
"25105","DE-RuC",2018,"174_190",104,27,0.14630673085,-0.001484445685585,1.2076795485,8.62291,NA,16.9710465686275,6.33505481376486,-0.0373068620841722
"2699","DE-RuC",2019,"174_190",106,27,0.1763380035,-0.002615663383,1.0608157895,8.62291,NA,17.6662279411765,7.0308043783802,0.0668957917513902
"2793","DE-RuC",2020,"174_190",103,15,0.1506971257,-0.001313101260185,1.0792648595,8.62291,NA,16.9814460784314,6.62139805821446,0.00690120634569197
"2893","DE-RuC",2021,"174_190",116,21,0.13455163125,-0.00135478024214,1.4345373185,8.62291,NA,16.6217671568627,6.30587829988392,-0.0419230665098483
"2993","DE-RuC",2022,"174_190",109,18,0.1222095352,-0.00222191609942,2.049023563,8.62291,NA,16.1037941176471,5.63304014326557,-0.154756042015497
"3093","DE-RuC",2023,"174_190",103,12,0.1461752184,-0.00137896171071,1.244313329,8.62291,NA,17.1562965686275,6.57585973932173,0
"11050","DE-RuW",2012,"91_112",110,0,0.16735716895,-0.00396448111195,8.80588416,234.18325475,NA,4.11804829545455,1.67149023138301,-0.365051889119528
"2607","DE-RuW",2013,"91_112",200,0,0.1949232875,-0.000805190997822,9.43039101,234.18325475,NA,2.86381723484848,2.25449992360418,-0.065839286765441
"3309","DE-RuW",2015,"91_112",123,15,0.1927117195,-0.000921916166475,9.53247839,234.18325475,NA,4.61177556818182,2.24386429449586,-0.070567960750335
"4308","DE-RuW",2016,"91_112",100,0,0.1733868793,-0.005840546865932,9.23060213,234.18325475,NA,5.38191003787879,1.69358770831149,-0.351918288674553
